user_id,betting_count,betting_sum,credit_count,credit_sum,utility_count,utility_sum,transport_count,transport_sum,government_count,government_sum,income_count,income_sum,shops_count,shops_sum,cafes_count,cafes_sum,hotels_count,hotels_sum,entertainment_count,entertainment_sum,health_count,health_sum,parking_count,parking_sum,commission_count,commission_sum,atm_count,atm_sum,online_services_count,online_services_sum,person_transfer_count,person_transfer_sum,small_business_count,small_business_sum,credit_taken_count,credit_payment_count,total_income,total_expense,transaction_count,max_income,max_expense,avg_transaction,expense_to_income_ratio,betting_expense_ratio,credit_expense_ratio,entertainment_expense_ratio,hotels_expense_ratio,cafes_expense_ratio,utility_expense_ratio,shops_expense_ratio,betting_count_ratio,credit_count_ratio,utility_count_ratio,transport_count_ratio,risk_score,label
120,150,2505238.53,150,5029262.85,211,5541366.34,179,2990124.78,100,1188382.3,300,18661767.3,322,6116272.09,115,2922875.36,17,403114.34,14,93350.29,2,12352.43,0,0.0,12,4931.7,11,402344.54,10,224800.91,1317,22463604.99,205,4290242.98,43,107,39289031.71,34257833.63,3188,1251805.68,1412465.11,23069.91,0.8719,0.0731,0.1468,0.0027,0.0118,0.0853,0.1618,0.1785,0.0471,0.0471,0.0662,0.0561,0,0
121,222,6001599.14,137,9197872.69,154,1687054.4,153,2399990.63,122,2255846.83,267,16520085.25,353,7964317.94,96,1324545.22,13,472064.68,10,39828.8,3,18368.39,0,0.0,8,2950.0,7,188559.87,9,234129.08,1224,23661468.51,195,3046852.54,36,101,39462751.38,36084502.56,3045,1692574.73,1501963.25,24810.26,0.9144,0.1663,0.2549,0.0011,0.0131,0.0367,0.0468,0.2207,0.0729,0.045,0.0506,0.0502,20,1
122,117,3432569.81,179,8499708.08,98,655964.26,103,785544.45,116,2395930.9,237,17362850.4,278,6812193.59,93,1024651.58,15,48485.39,8,24756.16,1,5784.85,0,0.0,10,3810.4,4,389300.2,4,137998.96,981,17222018.18,155,2174864.04,53,126,26832538.67,34731363.48,2452,949037.09,2113595.46,25107.63,1.2944,0.0988,0.2447,0.0007,0.0014,0.0295,0.0189,0.1961,0.0477,0.073,0.04,0.042,35,1
123,108,1271805.05,106,4066664.52,104,2751091.99,102,989849.74,77,1326184.1,191,15727853.46,210,3104209.83,75,2534736.34,12,662281.21,1,2795.7,1,4025.2,0,0.0,8,5587.75,6,156070.27,6,49384.56,846,18008343.27,113,1683022.03,27,79,29634639.43,23288077.76,2021,1270614.93,1130474.48,26186.4,0.7858,0.0546,0.1746,0.0001,0.0284,0.1088,0.1181,0.1333,0.0534,0.0524,0.0515,0.0505,5,0
124,167,2568687.12,124,5115283.34,182,1108942.87,170,861492.74,118,3814744.26,284,21477711.6,367,6937717.49,98,1100099.1,20,1832493.35,7,32695.35,3,31521.34,0,0.0,9,4379.84,8,879957.91,14,338974.34,1272,21244921.64,190,2959509.5,41,83,37662060.55,33271723.35,3118,1527919.28,953493.59,22749.77,0.8834,0.0772,0.1537,0.001,0.0551,0.0331,0.0333,0.2085,0.0536,0.0398,0.0584,0.0545,15,0
125,118,908221.26,159,6564578.18,116,1586881.62,108,2499343.23,96,2576338.26,219,12502097.06,270,4005721.0,84,678278.31,4,8313.23,2,858.79,2,13904.99,0,0.0,6,2930.24,10,484175.93,2,1032.32,952,18380681.12,153,3142856.37,38,121,25714922.7,27983917.8,2360,989326.51,1203343.07,22753.75,1.0882,0.0325,0.2346,0.0,0.0003,0.0242,0.0567,0.1431,0.05,0.0674,0.0492,0.0458,10,0
126,106,2483267.09,117,6298758.9,109,3964874.1,102,1010045.35,82,1684572.84,192,14089505.61,229,2797013.84,76,1684067.43,10,568543.05,6,28026.62,2,14866.98,0,0.0,3,711.36,9,323238.85,7,93968.87,907,15937151.91,142,2089763.46,33,84,27196618.11,26131498.36,2148,1166627.16,1148395.51,24826.87,0.9608,0.095,0.241,0.0011,0.0218,0.0644,0.1517,0.107,0.0493,0.0545,0.0507,0.0475,15,0
127,228,2679057.38,118,6148728.87,115,1280678.18,159,1818336.69,110,2541602.33,297,16782276.88,314,6170362.11,96,976922.64,19,180100.24,5,104642.26,2,11602.02,0,0.0,8,1960.92,4,456919.0,2,45538.75,1089,21378412.59,192,3121231.02,36,82,29663442.78,34557107.79,2828,1651826.38,1005581.19,22708.82,1.165,0.0775,0.1779,0.003,0.0052,0.0283,0.0371,0.1786,0.0806,0.0417,0.0407,0.0562,30,1
128,139,2577942.72,229,10299116.81,161,2235358.49,151,1130836.81,132,5054031.78,272,17734906.88,353,6125566.2,103,1885641.81,14,183519.16,8,11033.56,1,3512.23,0,0.0,11,6302.83,12,416446.87,8,117561.29,1179,20665760.48,168,2073638.72,40,189,29408189.79,43020407.89,3025,1380815.78,1347163.18,23943.34,1.4629,0.0599,0.2394,0.0003,0.0043,0.0438,0.052,0.1424,0.046,0.0757,0.0532,0.0499,25,1
129,183,2744056.06,91,1739880.37,109,2280278.16,120,810504.45,89,1413826.65,212,16911499.11,231,4042858.63,74,1133900.34,8,184870.53,8,40079.36,2,9260.89,0,0.0,7,5823.05,5,369818.73,5,22931.03,925,17053057.46,153,2194724.03,22,69,25714817.15,25677876.41,2280,1142728.27,1283902.31,22540.66,0.9986,0.1069,0.0678,0.0016,0.0072,0.0442,0.0888,0.1574,0.0803,0.0399,0.0478,0.0526,15,0
130,91,1661609.52,84,3474894.23,71,679887.33,66,2381208.58,69,1251937.52,161,8484150.42,187,3077213.62,55,1878689.05,15,259549.75,10,77874.32,1,15099.66,0,0.0,5,1511.2,6,151560.29,1,66760.4,727,12591464.49,106,3554118.98,22,62,20723955.0,19142166.7,1698,1155960.92,1383699.09,23478.28,0.9237,0.0868,0.1815,0.0041,0.0136,0.0981,0.0355,0.1608,0.0536,0.0495,0.0418,0.0389,20,1
131,144,4078701.17,150,5066180.45,138,3642042.11,146,1587603.74,105,2124341.02,265,25524765.1,286,3742694.63,96,1553546.45,10,53444.87,5,17639.79,3,20130.98,0,0.0,9,2481.59,10,266664.5,7,166978.4,1152,18596592.1,163,4099654.37,38,112,37966865.9,32827918.71,2758,1197272.17,1751420.74,25668.88,0.8646,0.1242,0.1543,0.0005,0.0016,0.0473,0.1109,0.114,0.0522,0.0544,0.05,0.0529,20,1
132,183,1767767.68,83,5988329.61,107,1033634.98,130,1341448.53,83,1892163.99,213,12961256.52,250,2908343.69,81,1467326.41,8,195182.17,5,18810.29,4,56134.66,0,0.0,4,590.44,4,169263.43,7,134184.62,924,16087375.88,135,5514498.74,19,64,26389171.94,25457045.06,2287,1112950.49,963544.87,22669.97,0.9647,0.0694,0.2352,0.0007,0.0077,0.0576,0.0406,0.1142,0.08,0.0363,0.0468,0.0568,15,0
133,139,2312380.21,106,3673016.58,150,4506731.09,134,2619692.31,115,2432632.31,252,14500809.51,319,4330218.91,76,918101.71,13,31194.7,8,48710.29,1,9672.45,0,0.0,6,1658.98,6,110195.29,9,332667.68,1043,20072180.69,185,3121182.89,36,70,32090712.97,27507164.28,2629,1741966.3,1354656.46,22669.41,0.8572,0.0841,0.1335,0.0018,0.0011,0.0334,0.1638,0.1574,0.0529,0.0403,0.0571,0.051,5,0
134,148,1720016.84,87,3052632.31,108,1730193.65,99,1377054.57,106,1662367.67,199,14102655.9,273,3744740.85,80,2438568.57,13,222338.51,6,11963.04,2,39685.01,0,0.0,4,2184.71,8,715930.92,3,167050.47,1026,21208111.09,144,2986325.92,23,64,30215318.79,25350882.23,2371,1147430.87,1062978.22,23435.77,0.839,0.0678,0.1204,0.0005,0.0088,0.0962,0.0682,0.1477,0.0624,0.0367,0.0456,0.0418,5,0
135,118,2536402.22,101,3827498.42,137,1814523.12,114,1528716.07,97,2581280.71,223,15450775.7,252,3705248.18,80,2287768.19,10,44777.36,6,4702.34,5,32749.99,0,0.0,7,1526.17,8,421522.43,6,19827.78,929,14472184.79,164,2734349.1,27,74,25846120.86,26015041.96,2322,1643296.77,1179540.89,22334.7,1.0065,0.0975,0.1471,0.0002,0.0017,0.0879,0.0697,0.1424,0.0508,0.0435,0.059,0.0491,10,0
136,116,3968197.47,99,2469957.52,136,1185534.71,118,1733761.12,100,1680615.57,206,16251113.85,255,2902177.85,59,2129665.77,8,37596.19,7,28549.63,4,33985.57,0,0.0,5,4544.91,9,245816.78,6,111775.09,896,15475494.79,157,1839809.79,29,70,28797060.99,21759930.67,2233,1674141.52,1215692.4,22640.84,0.7556,0.1824,0.1135,0.0013,0.0017,0.0979,0.0545,0.1334,0.0519,0.0443,0.0609,0.0528,0,0
137,131,2668223.5,109,4279297.4,117,1057260.53,132,1439656.42,95,682417.24,237,19266586.66,312,5672184.97,89,1690045.0,11,50681.28,8,15801.23,2,18142.06,0,0.0,8,3616.9,9,828229.39,6,290479.01,1029,20550882.43,157,3110335.3,34,75,32889819.5,29277057.4,2514,1004307.6,1415975.96,24728.27,0.8902,0.0911,0.1462,0.0005,0.0017,0.0577,0.0361,0.1937,0.0521,0.0434,0.0465,0.0525,5,0
138,92,1972177.9,74,3458393.54,82,1804887.93,87,790300.34,71,1133241.13,174,17349995.38,188,2235663.07,55,534769.56,5,69432.65,4,8104.48,0,0.0,0,0.0,8,2503.77,6,222276.12,6,120752.43,665,10601866.06,120,2559971.42,18,56,21616471.26,21643324.16,1686,1023682.29,1846729.52,25658.24,1.0012,0.0911,0.1598,0.0004,0.0032,0.0247,0.0834,0.1033,0.0546,0.0439,0.0486,0.0516,20,1
139,168,2424457.38,79,2011969.66,98,901872.45,123,1392641.33,73,1691955.89,214,12539599.34,240,2301951.02,75,1200744.91,12,62880.6,7,38628.58,3,18368.23,0,0.0,7,3504.78,5,65721.32,6,24133.8,881,16863334.72,115,2494450.35,20,59,20201855.17,23960595.05,2142,1521423.82,930481.06,20617.39,1.1861,0.1012,0.084,0.0016,0.0026,0.0501,0.0376,0.0961,0.0784,0.0369,0.0458,0.0574,20,1
140,122,2947052.92,105,4338567.92,104,1665385.6,110,906941.02,90,1351747.82,200,11264891.38,213,2213399.81,70,455474.37,17,126335.29,3,5117.5,1,38158.06,0,0.0,11,6017.79,4,132328.05,2,50949.16,920,19263107.01,125,1850714.04,23,82,21910552.71,25159650.26,2149,994635.93,1155883.4,21903.31,1.1483,0.1171,0.1724,0.0002,0.005,0.0181,0.0662,0.088,0.0568,0.0489,0.0484,0.0512,25,1
141,145,1433204.67,120,2384976.9,141,1684465.55,131,2075095.97,77,1607679.37,216,17352849.04,262,2397837.74,85,814940.17,16,174266.14,8,22488.6,1,5949.81,0,0.0,14,4718.47,10,809920.48,6,25234.74,949,20476976.72,171,1762140.37,33,87,23938631.31,29433737.13,2405,1157296.07,1343292.69,22192.25,1.2295,0.0487,0.081,0.0008,0.0059,0.0277,0.0572,0.0815,0.0603,0.0499,0.0586,0.0545,10,0
142,107,2169678.19,104,3244947.24,90,933577.86,115,1387024.31,87,2404373.83,197,14308896.55,207,3344520.35,74,1468746.34,12,511726.29,3,7706.34,1,12589.8,0,0.0,4,687.63,7,790859.62,9,234295.22,791,13152874.31,134,2568137.95,30,74,24960644.35,22975170.84,1998,1108109.16,1334644.78,23991.9,0.9205,0.0944,0.1412,0.0003,0.0223,0.0639,0.0406,0.1456,0.0536,0.0521,0.045,0.0576,5,0
143,141,3548103.94,156,5634702.4,134,3721959.23,127,1538450.77,93,3215289.25,265,16046439.07,314,5663768.24,85,1957556.49,16,897816.52,12,62579.31,5,62846.21,0,0.0,12,5043.91,7,371805.26,8,195275.12,1073,19510455.96,204,2370234.08,39,117,33388573.5,32294413.93,2723,1206264.21,1063112.72,24121.55,0.9672,0.1099,0.1745,0.0019,0.0278,0.0606,0.1153,0.1754,0.0518,0.0573,0.0492,0.0466,25,1
144,113,2639279.81,101,4204233.92,130,1234392.39,109,825142.52,98,1702482.26,214,10679903.77,225,3295604.09,64,885314.04,11,81368.7,4,10776.4,2,7674.46,0,0.0,6,7491.91,6,112124.42,6,39718.8,965,16173774.65,170,2115133.83,33,68,19513399.77,25425645.22,2277,639200.33,1250693.18,19736.08,1.303,0.1038,0.1654,0.0004,0.0032,0.0348,0.0485,0.1296,0.0496,0.0444,0.0571,0.0479,35,1
145,111,2611694.65,104,2889818.95,116,1303130.84,103,637625.28,70,1324309.84,164,8558864.14,234,3433391.95,74,991106.7,12,220437.7,9,40577.31,2,7245.84,0,0.0,9,6285.11,5,157827.81,4,149996.14,900,14105582.61,136,2558519.8,29,75,19967691.54,19735473.52,2105,926560.6,793238.29,18861.36,0.9884,0.1323,0.1464,0.0021,0.0112,0.0502,0.066,0.174,0.0527,0.0494,0.0551,0.0489,10,0
146,125,1673152.92,146,6732977.51,128,787115.37,131,1538190.88,103,2420485.01,252,16177299.64,311,4893306.96,94,1837564.17,9,142610.66,1,123.69,4,28113.66,0,0.0,11,2495.62,6,527524.79,6,103141.77,1051,20736189.55,189,3815295.68,30,116,29432422.3,32376505.99,2652,1009044.91,1347885.62,23306.53,1.1,0.0517,0.208,0.0,0.0044,0.0568,0.0243,0.1511,0.0471,0.0551,0.0483,0.0494,20,1
147,152,2207454.79,77,2443622.57,69,1401328.85,92,1952068.66,64,740375.15,166,9089698.12,172,2799406.88,51,982180.72,11,342276.61,3,3585.05,1,6593.19,0,0.0,6,5632.32,7,235819.99,6,238545.42,734,16247827.6,135,3320728.56,15,62,17334062.76,24825230.63,1779,1153793.91,1151768.02,23698.31,1.4322,0.0889,0.0984,0.0001,0.0138,0.0396,0.0564,0.1128,0.0854,0.0433,0.0388,0.0517,25,1
148,93,2931926.67,102,3801231.29,148,2133275.36,104,987337.2,87,1880192.0,175,11854088.87,227,3583185.62,62,3144539.91,9,508451.64,12,102447.79,1,7984.5,0,0.0,4,2226.17,7,198790.86,8,74707.61,805,16031470.02,151,2136523.59,30,72,25229271.49,24552203.43,2042,1237864.13,1608158.77,24378.78,0.9732,0.1194,0.1548,0.0042,0.0207,0.1281,0.0869,0.1459,0.0455,0.05,0.0725,0.0509,25,1
149,83,1021468.81,71,2341244.78,128,1325635.45,114,904270.45,69,1183601.87,173,10378233.67,203,3479633.57,61,549496.13,10,139243.83,3,18697.61,4,34629.35,0,0.0,4,790.92,8,134379.56,10,121353.99,734,13959430.5,146,3878435.84,20,51,20555395.03,19074047.58,1863,1337647.87,893663.75,21271.84,0.9279,0.0536,0.1227,0.001,0.0073,0.0288,0.0695,0.1824,0.0446,0.0381,0.0687,0.0612,0,0
150,103,1454996.65,95,3751277.12,97,564698.73,90,461070.23,69,1034565.6,168,9936666.38,234,2023162.75,69,990025.4,10,266075.59,5,28024.83,3,24791.33,0,0.0,6,1303.92,5,75881.35,4,1527.66,793,15695360.44,133,4374315.37,24,71,20241918.52,20839053.85,1936,899010.55,971559.84,21219.51,1.0295,0.0698,0.18,0.0013,0.0128,0.0475,0.0271,0.0971,0.0532,0.0491,0.0501,0.0465,20,1
151,120,1688999.54,113,4520096.02,146,6478102.35,123,1426093.38,98,3515982.14,234,15760776.45,290,6632623.1,92,2340832.9,14,135537.06,4,27670.06,5,27338.65,0,0.0,5,2283.66,2,279397.04,5,29843.95,972,14486877.91,178,4743365.74,26,87,31266673.12,31067587.56,2464,1829905.26,1094836.53,25298.0,0.9936,0.0544,0.1455,0.0009,0.0044,0.0753,0.2085,0.2135,0.0487,0.0459,0.0593,0.0499,0,0
152,120,1828754.31,112,4895849.46,170,1393794.59,110,950298.29,95,1978441.43,225,15712576.59,273,4472752.66,90,2158206.52,8,60796.23,7,15922.89,2,11399.61,0,0.0,10,2632.47,9,534362.7,5,30435.52,964,20617476.84,182,2610198.62,45,67,31181317.32,26295899.89,2443,1038935.45,1436894.41,23527.31,0.8433,0.0695,0.1862,0.0006,0.0023,0.0821,0.053,0.1701,0.0491,0.0458,0.0696,0.045,15,0
153,130,2377703.83,145,4457056.37,186,2190911.5,141,3668436.46,126,3804318.97,269,21594670.88,337,4088781.32,91,2937098.91,12,83048.52,9,84244.0,3,14851.23,0,0.0,6,1221.02,9,542995.34,11,229976.88,1255,20101991.48,218,1922234.78,35,110,36926968.78,31625150.1,3020,1211534.19,1304566.15,22699.38,0.8564,0.0752,0.1409,0.0027,0.0026,0.0929,0.0693,0.1293,0.043,0.048,0.0616,0.0467,-5,0
154,154,2029238.62,173,4817307.96,147,1588841.37,158,1169083.75,94,1645725.01,282,15773485.83,322,6902295.83,98,996260.05,16,191956.63,3,7059.59,1,2533.18,0,0.0,6,2740.5,9,193847.4,10,201691.75,1124,18830077.23,146,1933894.19,53,120,28054121.73,28517213.77,2801,997081.93,1461347.26,20196.84,1.0165,0.0712,0.1689,0.0002,0.0067,0.0349,0.0557,0.242,0.055,0.0618,0.0525,0.0564,20,1
155,124,1935913.32,181,10452539.02,142,1936435.27,137,1019698.79,101,4845487.23,275,19813169.24,314,3969493.53,93,1373223.79,9,42701.57,11,37502.07,4,18801.29,0,0.0,6,1287.58,1,3108.0,6,152968.92,1030,20797960.39,141,2356498.6,56,125,36133603.5,33100643.61,2639,1317170.51,1319218.18,26235.03,0.9161,0.0585,0.3158,0.0011,0.0013,0.0415,0.0585,0.1199,0.047,0.0686,0.0538,0.0519,15,0
156,93,2249625.97,97,3745714.9,125,2438822.65,95,2373770.85,83,1143027.15,189,13799125.09,223,4427916.99,76,961689.05,10,65660.65,3,7153.48,1,7381.42,0,0.0,5,3226.02,7,710307.21,6,83931.51,888,15844261.48,149,1992198.06,28,69,24045560.57,26903547.47,2101,1146224.67,1067498.04,24249.93,1.1189,0.0836,0.1392,0.0003,0.0024,0.0357,0.0907,0.1646,0.0443,0.0462,0.0595,0.0452,10,0
157,114,2674438.51,150,7588779.11,95,3236584.85,107,1700119.48,95,1347745.84,209,11822923.19,217,2165418.38,80,707879.74,14,50993.96,10,16931.12,3,12713.18,0,0.0,5,1123.85,8,1209357.27,6,64602.53,877,16302457.97,130,1415013.08,39,111,21073176.68,29559222.67,2167,654684.28,1348134.98,23365.21,1.4027,0.0905,0.2567,0.0006,0.0017,0.0239,0.1095,0.0733,0.0526,0.0692,0.0438,0.0494,40,1
158,139,1669093.24,153,6537783.77,174,2351129.19,158,4634792.44,122,2489416.16,291,19790007.88,363,7161787.53,106,1785762.27,21,313606.68,9,264945.05,2,654.67,0,0.0,12,4431.93,10,799148.88,4,77217.59,1258,21234342.75,240,4101525.99,46,107,36975321.21,37224430.93,3134,1636071.9,1153685.99,23675.73,1.0067,0.0448,0.1756,0.0071,0.0084,0.048,0.0632,0.1924,0.0444,0.0488,0.0555,0.0504,10,0
159,102,2534283.15,80,2122728.58,101,1132023.36,88,470022.49,61,669117.88,177,11518976.61,193,3255839.93,59,1937209.38,8,204253.0,4,35863.97,2,12380.75,0,0.0,6,1633.43,7,653102.09,5,142713.63,752,14084107.83,148,1536512.87,16,64,21701371.02,19610041.19,1838,1209527.49,871399.15,22476.29,0.9036,0.1292,0.1082,0.0018,0.0104,0.0988,0.0577,0.166,0.0555,0.0435,0.055,0.0479,0,0
160,244,4316545.3,135,3737284.19,144,3582391.7,141,397687.11,108,3874722.42,241,18807166.77,330,6234292.89,80,1317853.28,12,456302.77,14,112566.6,7,44237.16,0,0.0,9,3857.35,6,224303.83,7,185817.58,1228,23515495.13,188,5011400.81,40,95,35139632.92,37368199.18,2957,1228766.77,1482338.97,24520.74,1.0634,0.1155,0.1,0.003,0.0122,0.0353,0.0959,0.1668,0.0825,0.0457,0.0487,0.0477,20,1
161,90,1521418.21,86,3821379.12,87,1461263.09,94,1479283.98,70,1230192.45,158,10940176.33,203,3198007.73,46,358586.4,9,62805.63,6,41626.48,2,27077.0,0,0.0,8,2735.47,7,277541.38,6,112529.19,703,15941787.44,113,1301894.45,23,63,21179780.73,21937351.11,1737,1985562.69,1483216.56,24822.76,1.0358,0.0694,0.1742,0.0019,0.0029,0.0163,0.0666,0.1458,0.0518,0.0495,0.0501,0.0541,20,1
162,100,968940.61,77,4345024.87,120,601520.82,97,977330.31,78,3255123.78,207,12995303.65,226,2286635.44,72,733223.27,6,36923.01,4,7190.77,0,0.0,0,0.0,2,760.13,7,499688.16,5,34336.78,811,18646265.56,157,2495036.61,23,54,21674200.87,26476179.95,2018,1913724.17,1757086.38,23860.45,1.2216,0.0366,0.1641,0.0003,0.0014,0.0277,0.0227,0.0864,0.0496,0.0382,0.0595,0.0481,20,1
163,90,1968061.8,70,2108190.55,95,553118.54,93,608817.78,76,3392955.0,179,11992450.1,187,3253231.48,78,1273036.98,13,176099.23,2,1944.32,2,12468.31,0,0.0,4,703.66,6,179086.98,4,64596.67,691,11425731.18,108,1267145.47,19,51,21749816.97,16843790.96,1733,1391911.23,723231.33,22269.83,0.7744,0.1168,0.1252,0.0001,0.0105,0.0756,0.0328,0.1931,0.0519,0.0404,0.0548,0.0537,0,0
164,138,2266366.55,123,4294694.54,139,1806924.14,120,1115743.3,108,2704723.51,194,16126256.04,297,2676799.4,84,813533.35,9,456260.5,3,1404.95,3,48401.03,0,0.0,5,5676.62,8,316665.6,8,370520.75,1013,21434002.96,173,4688485.69,33,90,27665972.26,31711052.17,2475,1329505.68,1368413.19,23990.72,1.1462,0.0715,0.1354,0.0,0.0144,0.0257,0.057,0.0844,0.0558,0.0497,0.0562,0.0485,10,0
165,98,1191041.4,180,5556101.62,93,1994745.19,108,1162235.01,87,1973928.37,222,14964463.42,257,3605430.44,100,1882489.08,12,338132.75,8,91278.51,2,23727.34,0,0.0,4,1466.73,5,546349.48,7,29795.55,901,19098366.63,135,2238793.78,42,138,26918138.0,28484168.71,2272,1834425.82,1242288.82,24384.82,1.0582,0.0418,0.1951,0.0032,0.0119,0.0661,0.07,0.1266,0.0431,0.0792,0.0409,0.0475,10,0
166,143,3801137.08,130,3782085.82,146,2789539.02,116,1469084.4,89,1977504.62,218,18462251.98,279,4302329.13,76,623801.47,13,59531.79,6,2460.83,4,22193.71,0,0.0,6,3511.03,8,420066.26,4,19239.8,1039,21556593.73,168,5692243.12,32,98,36530187.3,28872056.23,2509,1569058.22,1313804.24,26067.06,0.7904,0.1317,0.131,0.0001,0.0021,0.0216,0.0966,0.149,0.057,0.0518,0.0582,0.0462,-5,0
167,130,2863949.88,137,6028970.89,133,1256230.96,147,2442114.48,120,2655014.28,259,18802351.71,358,3920002.49,76,779231.68,17,1001228.61,7,28493.99,3,18070.96,0,0.0,5,2687.54,9,455189.87,8,71924.93,1224,20986063.78,177,1863184.94,39,98,33722491.82,30247406.45,2871,1207806.19,1248241.56,22281.4,0.897,0.0947,0.1993,0.0009,0.0331,0.0258,0.0415,0.1296,0.0453,0.0477,0.0463,0.0512,15,0
168,104,1845107.27,128,6850006.55,153,2406690.11,126,1242970.69,133,1520655.63,225,15414665.82,296,3428188.42,90,1008631.5,12,115452.5,15,162950.97,2,11679.24,0,0.0,7,3315.71,6,431571.12,9,242785.51,1056,18676635.13,181,3222014.96,36,92,27712453.56,29471551.07,2611,1324031.03,1323513.71,21901.19,1.0635,0.0626,0.2324,0.0055,0.0039,0.0342,0.0817,0.1163,0.0398,0.049,0.0586,0.0483,20,1
169,160,2442514.84,209,8935330.23,150,2120939.37,157,1989846.56,99,1177610.2,287,17762538.79,357,6705111.64,109,2741990.52,16,87184.21,9,44221.28,1,19091.9,0,0.0,13,6866.37,14,740216.04,7,240777.99,1278,21681870.18,177,5095876.63,72,137,37748175.18,35515044.65,3125,1558501.99,1029242.24,23444.23,0.9408,0.0688,0.2516,0.0012,0.0025,0.0772,0.0597,0.1888,0.0512,0.0669,0.048,0.0502,25,1
170,101,1782048.73,121,7004188.96,89,603134.54,86,901268.48,66,2609803.99,216,11026494.03,218,6286364.86,75,1285244.17,8,208223.75,5,7501.7,4,29817.24,0,0.0,5,1372.48,11,1350467.5,2,23950.43,888,16773396.36,119,3695518.91,52,69,29560044.84,24974030.76,2074,1172148.99,1851603.81,26294.15,0.8449,0.0714,0.2805,0.0003,0.0083,0.0515,0.0242,0.2517,0.0487,0.0583,0.0429,0.0415,25,1
171,103,1431399.24,96,5401563.27,101,2617806.98,93,1479807.87,64,1500744.41,183,13927626.87,198,2568829.15,59,1473565.72,9,82669.21,2,5075.42,4,23153.96,0,0.0,6,1862.93,6,512710.1,6,179531.65,791,13234459.72,122,2771042.72,26,70,23185728.55,25242357.59,1894,1251518.65,1012853.45,25569.21,1.0887,0.0567,0.214,0.0002,0.0033,0.0584,0.1037,0.1018,0.0544,0.0507,0.0533,0.0491,20,1
172,134,2407431.67,129,3550434.72,147,2008029.3,127,1766263.9,105,3753870.64,239,16760963.63,288,4162917.24,81,2097457.87,21,1133281.51,5,32089.51,3,33789.11,0,0.0,8,2859.28,6,383973.23,7,103092.33,1023,20269313.77,185,2941160.21,38,91,29740408.7,31946466.85,2573,1120469.65,926178.18,23974.69,1.0742,0.0754,0.1111,0.001,0.0355,0.0657,0.0629,0.1303,0.0521,0.0501,0.0571,0.0494,10,0
173,123,2433457.7,161,7866773.03,127,1404002.33,140,1934735.01,127,1110449.11,251,14557340.68,312,6690756.35,96,1834372.33,9,173799.15,9,52511.79,5,39286.05,0,0.0,6,3064.8,10,150111.1,5,86533.76,1086,19341660.38,180,3268887.52,60,101,31319872.47,29991445.62,2719,1343359.37,796673.06,22549.22,0.9576,0.0811,0.2623,0.0018,0.0058,0.0612,0.0468,0.2231,0.0452,0.0592,0.0467,0.0515,30,1
174,137,3305089.17,111,5913486.98,125,2193101.63,114,714270.21,83,1467299.54,238,22251935.43,304,4661893.87,86,2748254.43,13,42423.47,10,55117.09,0,0.0,0,0.0,6,1402.11,7,160561.15,9,260013.46,1102,19257168.84,147,3669622.47,42,69,32108005.86,35771228.45,2574,1218212.15,2362369.54,26371.11,1.1141,0.0924,0.1653,0.0015,0.0012,0.0768,0.0613,0.1303,0.0532,0.0431,0.0486,0.0443,30,1
175,159,2341081.97,153,4076963.41,162,3154496.84,145,2439339.33,109,1654722.16,286,19496345.89,369,4773117.16,93,2294306.16,9,46927.05,9,46270.25,3,43395.15,0,0.0,5,1307.14,5,444384.89,18,336509.47,1241,23507683.46,174,2050238.06,45,108,37666892.39,30280194.46,3019,1290622.67,786508.47,22506.49,0.8039,0.0773,0.1346,0.0015,0.0015,0.0758,0.1042,0.1576,0.0527,0.0507,0.0537,0.048,0,0
176,110,2879221.56,174,7920778.85,97,2709071.71,120,544097.29,92,1844127.74,227,14146566.21,283,3583871.69,64,582508.31,14,161448.86,6,11792.13,0,0.0,0,0.0,14,4652.34,13,563741.46,6,62682.53,921,19482321.45,157,2621864.36,59,115,30906691.04,26511238.58,2355,1696443.48,1475220.61,24381.29,0.8578,0.1086,0.2988,0.0004,0.0061,0.022,0.1022,0.1352,0.0467,0.0739,0.0412,0.051,30,1
177,111,1718322.8,104,3865787.73,131,1232208.2,129,1958940.1,79,2136006.04,212,10554149.33,247,5699976.58,79,680866.38,14,232521.5,9,82027.95,3,38356.11,0,0.0,4,2530.29,3,90190.62,6,59246.65,902,16534594.25,140,3020711.66,29,75,24144976.24,24190417.0,2235,765252.37,922945.26,21626.57,1.0019,0.071,0.1598,0.0034,0.0096,0.0281,0.0509,0.2356,0.0497,0.0465,0.0586,0.0577,20,1
178,148,3267129.37,127,4011270.55,179,2249548.09,130,1803336.49,114,3025340.57,264,16207615.86,295,3274448.27,106,839854.43,12,194042.41,13,222628.09,3,12920.03,0,0.0,15,3716.58,2,258655.74,8,228767.45,1123,18406170.36,189,2376959.74,33,94,29245464.19,27562054.19,2803,1310534.84,1737521.08,20266.69,0.9424,0.1185,0.1455,0.0081,0.007,0.0305,0.0816,0.1188,0.0528,0.0453,0.0639,0.0464,5,0
